timestamp,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1785982569.810452,0.011175512313842773,-9.546970576047898e-05,0.09519900512695313,0.0002682350799254823,0.0002581686457720939,0.0003268213454379754,0.9999998733401219
1785982569.825199,0.011172754287719727,-0.00010435867309570312,0.09521083068847656,0.00048274186610949735,4.309770680924135e-05,0.00031143632816411394,0.9999998360872134
1785982569.845404,0.011175640106201172,-9.881150722503662e-05,0.09522212219238281,0.00032793344893177276,8.638709959286444e-05,0.0002486697271208231,0.9999999105930288
1785982569.857052,0.01117545986175537,-0.00010845916718244553,0.09519605255126953,0.00039464478367695274,0.00011773429147723667,0.0002266488189439846,0.9999998882412848
1785982569.872130,0.011174839973449707,-0.00011365803331136704,0.09520504760742188,0.00029796026982757,-4.56455986633456e-05,0.00031365944490424174,0.9999999105930288
1785982569.900644,0.011169088363647462,-9.95052456855774e-05,0.09521495819091796,0.00021775660334819448,0.00016896118960136076,0.00031019766037722747,0.9999999105930288
1785982569.911536,0.01117140769958496,-0.00011221181601285935,0.0951860580444336,0.0002903893296628975,8.649578421944348e-05,0.00029493335477412055,0.9999999105930288
1785982569.921910,0.01118125343322754,-0.00011821211129426956,0.09518770599365234,0.0002443364246719654,0.00016744098476625913,0.000236204311795389,0.9999999254941913
1785982569.932688,0.011172165870666504,-0.00012271132320165634,0.09520205688476563,0.0003445715581703072,0.00024427786776890544,0.00028392676346512206,0.9999998658895403
1785982569.952223,0.01117146396636963,-0.00011844121664762497,0.09519366455078125,0.000411546573169149,0.00011105009402475508,0.00022017705764970592,0.9999998882412848
1785982569.972979,0.011165766716003419,-0.00010701058804988862,0.09520360565185547,0.00022977420389069542,0.0001426671101567636,0.0002778754319362638,0.9999999329447724
1785982569.993299,0.011167196273803711,-0.00011852812767028808,0.09520016479492187,0.00022108408659035378,0.00010870790519755896,0.000316412024869825,0.9999999180436101
1785982570.010997,0.011172334671020507,-0.00010982484370470048,0.0952103500366211,0.0003366724327973225,3.549640138863788e-05,0.0003068674006444874,0.9999998956918662
1785982570.021118,0.011173074722290038,-0.00011581063270568848,0.09518970489501953,0.0003827493920036867,0.00013719852800837183,0.0002340439721222764,0.9999998882412848
1785982570.031559,0.01116394805908203,-0.00011538029462099075,0.09520098876953124,0.00036878961625427185,0.00012884508552950762,0.0002169128775679882,0.9999999031424476
1785982570.041955,0.011170544624328614,-0.00011487124115228653,0.09519664001464843,0.0002907718645583846,0.0001723259907404223,0.00034289310582943277,0.9999998807907033
1785982570.061259,0.011175081253051758,-0.00010997210443019867,0.09520872497558594,0.00022531229310434415,0.00017924549467402347,0.00030789599829168725,0.9999999105930288
1785982570.081315,0.011168535232543946,-0.0001286342740058899,0.09519465637207031,0.00042750945980802056,4.230250390796096e-05,0.0003456130294809945,0.999999850988377
1785982570.104380,0.011178046226501466,-0.00011836159229278565,0.09520649719238282,0.0003620962229076021,-4.5267406615757746e-05,0.0003471895884166192,0.9999998807907033
1785982570.121250,0.011181983947753906,-0.00010968583822250366,0.09520584106445312,0.0004962453580174843,9.893869084464512e-05,0.0002495496400393013,0.9999998435377953
1785982570.131422,0.011178248405456543,-0.0001224084123969078,0.09518556213378906,0.00027806536142513643,0.0002223190998107134,0.0003021588246422456,0.9999998882412848
