# time x y z qx qy qz qw
1785982570.859999895 -0.073888611 -0.038671205 -0.038296008 -0.004644746 0.001868288 0.023687274 0.999706881
1785982570.869999886 -0.074054234 -0.038670638 -0.038129090 -0.004790272 0.001938329 0.024143138 0.999695156
1785982570.880000114 -0.074230621 -0.038702051 -0.037999954 -0.004864487 0.001931118 0.024409281 0.999688349
1785982570.890000105 -0.074403139 -0.038763695 -0.037925981 -0.004927712 0.001951096 0.024632399 0.999682528
1785982570.900000095 -0.074574460 -0.038865107 -0.037946131 -0.004983127 0.001988931 0.024996131 0.999673150
1785982570.910000086 -0.074745105 -0.039019643 -0.038043810 -0.005093505 0.001988073 0.025277959 0.999665508
1785982570.920000076 -0.074890812 -0.039228911 -0.038159688 -0.005122043 0.001976172 0.025622978 0.999656602
1785982570.930000067 -0.075002897 -0.039484080 -0.038285303 -0.005246727 0.001957570 0.025945724 0.999647668
1785982570.940000057 -0.075103968 -0.039778224 -0.038414503 -0.005303658 0.001953856 0.026102787 0.999643285
1785982570.950000048 -0.075195171 -0.040104584 -0.038544933 -0.005332794 0.001961692 0.026259616 0.999639008
1785982570.960000038 -0.075275844 -0.040434463 -0.038690194 -0.005361670 0.002061645 0.026956037 0.999620115
1785982570.970000029 -0.075343110 -0.040766337 -0.038859029 -0.005432989 0.002073134 0.027161951 0.999614132
1785982570.980000019 -0.075396946 -0.041104990 -0.039032108 -0.005533086 0.002142720 0.027468878 0.999605049
1785982570.990000010 -0.075446960 -0.041444369 -0.039203748 -0.005664442 0.002185759 0.027658831 0.999598982
1785982571.000000000 -0.075482168 -0.041783535 -0.039372025 -0.005738064 0.002168048 0.027801879 0.999594633
1785982571.009999990 -0.075498667 -0.042105165 -0.039527143 -0.005856455 0.002188980 0.027995248 0.999588504
1785982571.019999981 -0.075501574 -0.042401255 -0.039671396 -0.005919998 0.002221827 0.028209006 0.999582047
1785982571.029999971 -0.075499451 -0.042681425 -0.039817950 -0.005973873 0.002246585 0.028419367 0.999575713
1785982571.039999962 -0.075495835 -0.042953846 -0.039972513 -0.006011010 0.002306850 0.028666847 0.999568286
1785982571.049999952 -0.075486769 -0.043227629 -0.040126867 -0.006078273 0.002302983 0.028911924 0.999560829
1785982571.059999943 -0.075473844 -0.043502210 -0.040266489 -0.006113614 0.002291800 0.029154690 0.999553588
1785982571.069999933 -0.075453832 -0.043764285 -0.040393098 -0.006176531 0.002309068 0.029310746 0.999548598
1785982571.079999924 -0.075413586 -0.044002350 -0.040507589 -0.006242182 0.002278022 0.029537835 0.999541576
1785982571.089999914 -0.075350015 -0.044213330 -0.040616555 -0.006317329 0.002337683 0.029827106 0.999532376
1785982571.099999905 -0.075265490 -0.044405224 -0.040745769 -0.006406723 0.002391466 0.030091112 0.999523766
1785982571.109999895 -0.075160420 -0.044591780 -0.040893304 -0.006394912 0.002430662 0.030330574 0.999516510
1785982571.119999886 -0.075037197 -0.044794451 -0.041054568 -0.006501496 0.002447571 0.030521606 0.999509966
1785982571.130000114 -0.074904976 -0.045021935 -0.041229992 -0.006548721 0.002464285 0.030764287 0.999502176
1785982571.140000105 -0.074755544 -0.045266616 -0.041406562 -0.006574384 0.002506065 0.031041071 0.999493346
1785982571.150000095 -0.074582373 -0.045521074 -0.041599405 -0.006742629 0.002499986 0.031475383 0.999478658
1785982571.160000086 -0.074387259 -0.045776254 -0.041827730 -0.006766555 0.002530274 0.031681778 0.999471899
1785982571.170000076 -0.074164012 -0.046026329 -0.042082668 -0.006844470 0.002519736 0.031913354 0.999464027
1785982571.180000067 -0.073915715 -0.046272513 -0.042352941 -0.006910514 0.002565553 0.032104972 0.999457319
1785982571.190000057 -0.073656296 -0.046525887 -0.042633325 -0.006969713 0.002569530 0.032338263 0.999449377
1785982571.200000048 -0.073404274 -0.046789215 -0.042918286 -0.007011812 0.002643851 0.032559809 0.999441696
1785982571.210000038 -0.073175822 -0.047041088 -0.043213942 -0.007102751 0.002677767 0.032793226 0.999433332
1785982571.220000029 -0.072972885 -0.047274507 -0.043533138 -0.007222302 0.002749742 0.033073657 0.999423039
1785982571.230000019 -0.072774970 -0.047495775 -0.043878066 -0.007290881 0.002719679 0.033284729 0.999415616
1785982571.240000010 -0.072582978 -0.047714755 -0.044232221 -0.007354316 0.002746648 0.033618003 0.999403922
1785982571.250000000 -0.072419060 -0.047941623 -0.044587110 -0.007453098 0.002669843 0.033985148 0.999390981
1785982571.259999990 -0.072296126 -0.048164230 -0.044944143 -0.007548611 0.002699551 0.034212852 0.999382415
1785982571.269999981 -0.072220249 -0.048362885 -0.045298581 -0.007641838 0.002723312 0.034434602 0.999374026
1785982571.279999971 -0.072194856 -0.048510308 -0.045670142 -0.007695728 0.002665357 0.034805884 0.999360907
1785982571.289999962 -0.072212911 -0.048556866 -0.046062140 -0.007724058 0.002695100 0.035045834 0.999352223
1785982571.299999952 -0.072255594 -0.048483998 -0.046446463 -0.007745976 0.002746524 0.035255150 0.999344551
1785982571.309999943 -0.072315474 -0.048334387 -0.046807731 -0.007733838 0.002704252 0.035525266 0.999335194
1785982571.319999933 -0.072448716 -0.048155589 -0.047144889 -0.007702525 0.002736979 0.035800684 0.999325518
1785982571.329999924 -0.072700574 -0.047978736 -0.047465754 -0.007807898 0.002835146 0.036198167 0.999310108
1785982571.339999914 -0.073028190 -0.047818977 -0.047760435 -0.007860944 0.002840951 0.036444554 0.999300720
1785982571.349999905 -0.073396891 -0.047680702 -0.048026319 -0.007907007 0.002846373 0.036928244 0.999282584
1785982571.359999895 -0.073777953 -0.047550946 -0.048252658 -0.007967215 0.002839144 0.037213855 0.999271531
1785982571.369999886 -0.074150565 -0.047414376 -0.048430208 -0.008051456 0.002833025 0.037532038 0.999258973
1785982571.380000114 -0.074518096 -0.047270407 -0.048584624 -0.008094245 0.002816950 0.037787791 0.999249033
1785982571.390000105 -0.074871075 -0.047119428 -0.048724358 -0.008201815 0.002880634 0.038061216 0.999237597
1785982571.400000095 -0.075201814 -0.046977973 -0.048845266 -0.008250300 0.002917295 0.038292239 0.999228265
1785982571.410000086 -0.075516789 -0.046862397 -0.048950979 -0.008314865 0.002925335 0.038500058 0.999219721
1785982571.420000076 -0.075814016 -0.046768915 -0.049038222 -0.008433856 0.002953610 0.038668302 0.999212144
1785982571.430000067 -0.076073408 -0.046687224 -0.049099934 -0.008566545 0.002974125 0.038914709 0.999201388
1785982571.440000057 -0.076302608 -0.046600521 -0.049139919 -0.008699860 0.003016110 0.039069381 0.999194075
1785982571.450000048 -0.076514468 -0.046493115 -0.049157364 -0.008795239 0.003002757 0.039251759 0.999186132
1785982571.460000038 -0.076696480 -0.046348036 -0.049142207 -0.008847803 0.002999283 0.039410875 0.999179415
1785982571.470000029 -0.076840984 -0.046144079 -0.049101355 -0.008892184 0.002970402 0.039518587 0.999174853
1785982571.480000019 -0.076945223 -0.045891762 -0.049049435 -0.008916048 0.002993281 0.039694918 0.999167582
1785982571.490000010 -0.077010250 -0.045612792 -0.048985207 -0.008978846 0.002999437 0.039840310 0.999161215
1785982571.500000000 -0.077031942 -0.045317499 -0.048921492 -0.009063822 0.003011124 0.040160557 0.999147592
1785982571.509999990 -0.076990366 -0.045007285 -0.048871445 -0.009134124 0.003013641 0.040332817 0.999140005
1785982571.519999981 -0.076877573 -0.044677370 -0.048824584 -0.009204352 0.003054856 0.040576251 0.999129379
1785982571.529999971 -0.076692891 -0.044323146 -0.048760707 -0.009282255 0.003031436 0.040810577 0.999119186
1785982571.539999962 -0.076441854 -0.043951817 -0.048674549 -0.009358843 0.003041447 0.040919939 0.999113968
1785982571.549999952 -0.076145596 -0.043582186 -0.048575157 -0.009439986 0.003050176 0.041104781 0.999105590
1785982571.559999943 -0.075820411 -0.043205764 -0.048474788 -0.009511657 0.003106090 0.041485082 0.999089019
1785982571.569999933 -0.075485647 -0.042812501 -0.048375434 -0.009628159 0.003080168 0.041926032 0.999069577
1785982571.579999924 -0.075161366 -0.042418522 -0.048263600 -0.009663059 0.003089924 0.042106554 0.999061618
1785982571.589999914 -0.074881677 -0.042041135 -0.048145163 -0.009762102 0.003062276 0.042177872 0.999057732
1785982571.599999905 -0.074659024 -0.041712762 -0.048023152 -0.009789404 0.003039345 0.042330355 0.999051085
1785982571.609999895 -0.074468253 -0.041440066 -0.047884407 -0.009866431 0.003077751 0.042544272 0.999041123
1785982571.619999886 -0.074295430 -0.041208104 -0.047724336 -0.009986642 0.003110150 0.042837917 0.999027280
1785982571.630000114 -0.074130139 -0.040999386 -0.047544670 -0.010046338 0.003145828 0.043096291 0.999015458
1785982571.640000105 -0.073961836 -0.040794867 -0.047334446 -0.010087521 0.003132662 0.043256242 0.999008171
1785982571.650000095 -0.073774515 -0.040594158 -0.047017088 -0.010161160 0.003159885 0.043369024 0.999002449
1785982571.660000086 -0.073561652 -0.040401348 -0.046538961 -0.010281659 0.003141110 0.043554135 0.998993222
1785982571.670000076 -0.073349361 -0.040224450 -0.045977716 -0.010383585 0.003166897 0.043727048 0.998984533
1785982571.680000067 -0.073148208 -0.040063458 -0.045409490 -0.010480049 0.003154204 0.044048739 0.998969433
1785982571.690000057 -0.072957692 -0.039914911 -0.044842589 -0.010742711 0.003063739 0.044366242 0.998952874
1785982571.700000048 -0.072786941 -0.039791589 -0.044288220 -0.010797414 0.003061051 0.044703483 0.998937258
1785982571.710000038 -0.072626434 -0.039700487 -0.043750359 -0.010785467 0.003018844 0.044937071 0.998927034
1785982571.720000029 -0.072468018 -0.039630590 -0.043222230 -0.010880485 0.003082252 0.045177948 0.998914945
1785982571.730000019 -0.072309700 -0.039573164 -0.042719823 -0.010946829 0.003094577 0.045524226 0.998898461
1785982571.740000010 -0.072142480 -0.039523200 -0.042254828 -0.011011347 0.003148139 0.045840578 0.998883117
1785982571.750000000 -0.071957487 -0.039479517 -0.041829745 -0.011049052 0.003142395 0.046081974 0.998871611
1785982571.759999990 -0.071750729 -0.039448108 -0.041558094 -0.011109761 0.003169941 0.046305630 0.998860507
1785982571.769999981 -0.071519150 -0.039441256 -0.041585829 -0.011159431 0.003156401 0.046597266 0.998846434
1785982571.779999971 -0.071269641 -0.039463411 -0.041808629 -0.011250353 0.003169952 0.046879727 0.998832154
1785982571.789999962 -0.071010471 -0.039528221 -0.042078217 -0.011381798 0.003158964 0.047008279 0.998824658
1785982571.799999952 -0.070743270 -0.039646230 -0.042376922 -0.011559445 0.003188309 0.047297272 0.998808882
1785982571.809999943 -0.070482782 -0.039790262 -0.042695041 -0.011713192 0.003243707 0.047357492 0.998804059
1785982571.819999933 -0.070248143 -0.039952853 -0.043027510 -0.011821882 0.003244258 0.047475170 0.998797190
1785982571.829999924 -0.070045584 -0.040150760 -0.043373446 -0.011897628 0.003255153 0.047587546 0.998790907
1785982571.839999914 -0.069866864 -0.040369966 -0.043732678 -0.011970775 0.003306308 0.047720691 0.998783512
1785982571.849999905 -0.069701618 -0.040590527 -0.044092099 -0.012032551 0.003323896 0.047870113 0.998775561
1785982571.859999895 -0.069563909 -0.040806287 -0.044460214 -0.012067080 0.003336930 0.048019977 0.998767907
1785982571.869999886 -0.069478866 -0.041009637 -0.044853076 -0.012113258 0.003293633 0.048171478 0.998760196
1785982571.880000114 -0.069448791 -0.041197965 -0.045267186 -0.012146390 0.003318275 0.048374970 0.998749877
1785982571.890000105 -0.069461706 -0.041362081 -0.045700707 -0.012225830 0.003425725 0.048581879 0.998738502
1785982571.900000095 -0.069513262 -0.041483469 -0.046147259 -0.012273195 0.003456705 0.048849118 0.998724779
1785982571.910000086 -0.069608305 -0.041551292 -0.046594992 -0.012376655 0.003466448 0.049148235 0.998708793
1785982571.920000076 -0.069757807 -0.041571529 -0.047037409 -0.012467717 0.003457078 0.049337575 0.998698357
1785982571.930000067 -0.069977298 -0.041557079 -0.047468698 -0.012530621 0.003477002 0.049532304 0.998687862
1785982571.940000057 -0.070244865 -0.041507359 -0.047884565 -0.012603807 0.003449658 0.049776857 0.998674876
1785982571.950000048 -0.070519067 -0.041425699 -0.048295777 -0.012704026 0.003495484 0.049929584 0.998665823
1785982571.960000038 -0.070780464 -0.041311956 -0.048708563 -0.012700342 0.003469703 0.050201664 0.998652320
1785982571.970000029 -0.071018680 -0.041164072 -0.049110051 -0.012725010 0.003493983 0.050467412 0.998638526
1785982571.980000019 -0.071233764 -0.040982564 -0.049501491 -0.012815289 0.003541564 0.050746494 0.998623062
1785982571.990000010 -0.071455612 -0.040774202 -0.049898582 -0.012837563 0.003551979 0.051031678 0.998608206
1785982572.000000000 -0.071710380 -0.040557527 -0.050306703 -0.012910120 0.003585021 0.051278084 0.998594530
1785982572.009999990 -0.071991791 -0.040337374 -0.050712009 -0.012934469 0.003617977 0.051529494 0.998581154
1785982572.019999981 -0.072280739 -0.040112526 -0.051068974 -0.013053700 0.003632259 0.051803849 0.998565355
