timestamp,magnetic_field.x,magnetic_field.y,magnetic_field.z
0.12159395217895508,-1.2277930229902267e-05,5.737180113792419e-05,-4.259050190448762e-05
0.13647985458374023,-1.2086495757102966e-05,5.732820630073547e-05,-4.238633811473848e-05
0.14807868003845215,-1.2219027429819108e-05,5.77786922454834e-05,-4.3130069971084606e-05
0.16464567184448242,-1.2145398557186128e-05,5.770602822303772e-05,-4.345089495182038e-05
0.17847514152526855,-1.2115947157144546e-05,5.761884450912475e-05,-4.308632016181947e-05
0.1939103603363037,-1.1939238756895063e-05,5.732820630073547e-05,-4.248842298984528e-05
0.20924973487854004,-1.2027592957019806e-05,5.761884450912475e-05,-4.296965897083283e-05
0.2208847999572754,-1.1836159229278564e-05,5.782228112220764e-05,-4.275091290473939e-05
0.23574256896972656,-1.1718352884054184e-05,5.741539597511291e-05,-4.273633062839509e-05
0.2493293285369873,-1.1895062029361725e-05,5.769149661064148e-05,-4.256133735179902e-05
0.26578450202941895,-1.1939238756895063e-05,5.761884450912475e-05,-4.2619666457176216e-05
0.2772843837738037,-1.2071769684553146e-05,5.770602822303772e-05,-4.285299479961397e-05
0.3019709587097168,-1.2042318284511566e-05,5.757524371147155e-05,-4.264883399009706e-05
0.30568718910217285,-1.2115947157144546e-05,5.782228112220764e-05,-4.264883399009706e-05
0.321774959564209,-1.137966215610504e-05,5.786587595939636e-05,-4.257591962814332e-05
0.33669090270996094,-1.1571095883846285e-05,5.78077495098114e-05,-4.247384071350098e-05
0.3527092933654785,-1.1983415484428406e-05,5.8112913370132445e-05,-4.364047348499299e-05
0.3647942543029785,-1.1688901484012604e-05,5.729914903640746e-05,-4.2896744608879096e-05
0.3773355484008789,-1.2189575284719469e-05,5.729914903640746e-05,-4.307173788547517e-05
0.3943746089935303,-1.1556370556354524e-05,5.725554823875427e-05,-4.321756958961488e-05
0.40558958053588867,-1.1924512684345244e-05,5.799666047096252e-05,-4.336339831352235e-05
