timestamp,angular_velocity.x,angular_velocity.y,angular_velocity.z,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z
1785983341.7138915,-0.004139798693358898,-0.002156897913664579,0.00258779781870544,0.13553525507450104,0.009354218840600262,9.814971923828125
1785983341.7384381,0.00345812551677227,-0.0024100414011627436,0.00032841053325682906,0.14914728701114655,0.0665072500705731,9.821398735046387
1785983341.754052,-0.004200794734060764,-0.001370101235806942,0.0006130802212283017,0.12867455184459686,-0.0007554590702044897,9.78902816772461
1785983341.7730105,0.002383673330768943,0.0007205414585769175,-0.0011253950651735067,0.14120464026927948,0.048422135412694224,9.815610885620117
1785983341.7942934,-0.001248885178938508,0.000339076155796647,-0.0003702358226291836,0.1523587554693222,0.017328202724457988,9.806426048278809
1785983341.814411,-0.0003919480659533292,-0.0007911818102002142,0.0016482858918607235,0.1438838094472885,0.009996719658375989,9.819558143615723
1785983341.8366232,0.0035837062168866396,0.003541312413290143,-0.0005357400514185433,0.13725440204143524,0.04931143671274305,9.782740592956543
1785983341.8551846,-0.0011450331658124924,-0.0009718600194901229,-0.0013092143926769493,0.13205067813396454,0.01088079810142637,9.781490325927734
1785983341.8739963,0.00437171570956707,-0.0033901359420269728,0.001225073006935418,0.16059382259845734,0.049859680235387095,9.790109634399414
1785983341.8931558,-0.0024981540627777576,-0.001712606637738645,-9.043540921993533e-05,0.15387064218521118,0.03552748262882353,9.797609329223633
1785983341.915004,0.00647143367677927,-0.0008137410040944814,0.0011841326486319304,0.12299157679080963,0.015566371381284005,9.785076141357422
1785983341.936436,0.0019592696335166693,-0.00016841571778058992,0.0010531722800806165,0.15372957289218903,0.03373289853334547,9.782487869262695
1785983341.9550967,0.0006210356950759888,0.0032898245844990015,0.0004424836952239271,0.14532804489135742,0.026777245104314097,9.80479621887207
1785983341.9733481,0.008626159280538559,-0.0012985013891011477,0.000708206556737423,0.16176703572273254,0.024311393499375587,9.782574653625488
1785983341.9951634,0.0013633848866447806,0.0063473982736468315,-6.723855040036219e-05,0.1261158585548401,0.03370347619056822,9.785266876220703
1785983342.0141315,0.0011177514679729939,0.0008996573742479084,-0.001969210570678115,0.16084255278110504,0.045280903577805766,9.794564247131348
1785983342.0367115,0.00212308787740767,0.0020859513897448782,0.0030354207847267385,0.15700125694274902,0.00949527323246122,9.7899751663208
1785983342.0551188,-0.0037074307911098003,-0.0010541391093283892,-0.0007568599539808928,0.15017078816890717,0.006578512489796888,9.826019287109375
1785983342.074042,0.005541710183024406,0.001598605886101723,0.0015978235751390455,0.14336688816547394,0.033683523535729655,9.79847526550293
1785983342.092982,0.0045317793264985085,-0.0036876152735203505,0.0005443005356937651,0.1500505656003952,0.06426262855529905,9.778080940246582
1785983342.1139505,-0.0012450434733182192,0.0027059318963438277,0.0025230136234313245,0.14195606112480164,0.0027632042765629358,9.786381721496582
1785983342.1362536,0.006220160983502865,-0.0058747753500938416,-0.0011446895077824586,0.17160429060459137,0.020708940923215163,9.819811820983887
1785983342.1540205,-0.00040787694160826504,-0.0007367790676653384,0.000606266548857093,0.16380049288272858,0.0540003702044499,9.795820236206055
1785983342.1750765,0.00069465022534132,-0.0026044573169201612,-0.0014927837764844296,0.13492260873317719,0.021303832530976542,9.809329986572266
1785983342.1930733,0.0001979763328563422,0.0032418633345514536,-0.0007373819244094197,0.17279835045337677,0.044468969106675395,9.814699172973633
1785983342.2151256,0.0029312504921108484,-0.002184847369790077,-0.001324325450696051,0.13703876733779907,0.037551164627076396,9.787944793701172
1785983342.236682,-0.003075749147683382,0.0023376753088086843,-0.0012412583455443384,0.1752610206604004,0.029920376837254768,9.785460472106934
1785983342.2557685,0.0027587993536144495,0.0030837424565106626,-0.002429784275591374,0.1315084993839264,0.010529637336732152,9.761914253234863
1785983342.2741446,0.0008055733051151037,-0.002505289623513818,0.0003875119728036228,0.1758711338043213,0.053271211683751346,9.767122268676758
1785983342.294998,-0.00047963138786144555,0.0010016351006925108,0.0011468554148450492,0.173578143119812,0.02307094633579374,9.784929275512695
1785983342.3151038,0.00037882078322581947,-0.0047136470675468445,-9.739678353071154e-05,0.14235764741897583,-0.0073783323168742565,9.812788009643555
